"COMUNA","BARRIO","PERIODO","MES","Atropello","Caída Ocupante","Choque","Incendio","Otro","Volcamiento","nro.accidentes"
"Belén","Diego Echavarría",2019,11,1,0,2,0,0,0,3
"Belén","Diego Echavarría",2019,12,0,0,4,0,1,0,5
"Belén","El Nogal-Los Almendros",2014,1,0,0,5,0,0,0,5
"Belén","El Nogal-Los Almendros",2014,2,1,0,6,0,0,0,7
"Belén","El Nogal-Los Almendros",2014,3,2,0,10,0,0,0,12
"Belén","El Nogal-Los Almendros",2014,4,0,0,7,0,0,0,7
"Belén","El Nogal-Los Almendros",2014,5,0,0,4,0,1,0,5
"Belén","El Nogal-Los Almendros",2014,6,2,0,5,0,0,0,7
"Belén","El Nogal-Los Almendros",2014,7,0,0,3,0,0,0,3
"Belén","El Nogal-Los Almendros",2014,8,0,0,7,0,0,0,7
"Belén","El Nogal-Los Almendros",2014,9,0,0,2,0,0,0,2
"Belén","El Nogal-Los Almendros",2014,10,1,0,7,0,1,0,9
"Belén","El Nogal-Los Almendros",2014,11,0,0,5,0,1,0,6
"Belén","El Nogal-Los Almendros",2014,12,1,0,7,0,0,0,8
"Belén","El Nogal-Los Almendros",2015,1,0,1,4,0,0,0,5
"Belén","El Nogal-Los Almendros",2015,2,1,1,13,0,0,0,15
"Belén","El Nogal-Los Almendros",2015,3,0,0,7,0,0,0,7
"Belén","El Nogal-Los Almendros",2015,4,0,0,6,0,0,0,6
"Belén","El Nogal-Los Almendros",2015,5,0,0,7,0,0,0,7
"Belén","El Nogal-Los Almendros",2015,6,0,0,5,0,0,0,5
"Belén","El Nogal-Los Almendros",2015,7,0,0,9,0,2,1,12
"Belén","El Nogal-Los Almendros",2015,8,1,1,5,0,1,0,8
"Belén","El Nogal-Los Almendros",2015,9,0,0,3,0,1,0,4
"Belén","El Nogal-Los Almendros",2015,10,1,0,5,0,2,0,8
"Belén","El Nogal-Los Almendros",2015,11,0,1,6,0,0,0,7
"Belén","El Nogal-Los Almendros",2015,12,0,1,6,0,1,0,8
"Belén","El Nogal-Los Almendros",2016,1,0,0,3,0,1,0,4
"Belén","El Nogal-Los Almendros",2016,2,0,0,8,0,0,0,8
"Belén","El Nogal-Los Almendros",2016,3,0,1,7,0,0,0,8
"Belén","El Nogal-Los Almendros",2016,4,1,0,6,0,0,0,7
"Belén","El Nogal-Los Almendros",2016,5,0,0,6,0,0,1,7
"Belén","El Nogal-Los Almendros",2016,6,0,0,11,0,2,2,15
"Belén","El Nogal-Los Almendros",2016,7,0,0,10,0,1,1,12
"Belén","El Nogal-Los Almendros",2016,8,0,0,3,0,1,0,4
"Belén","El Nogal-Los Almendros",2016,9,1,0,2,0,0,0,3
"Belén","El Nogal-Los Almendros",2016,10,0,0,6,0,0,1,7
"Belén","El Nogal-Los Almendros",2016,11,1,1,7,0,0,0,9
"Belén","El Nogal-Los Almendros",2016,12,0,0,3,0,0,0,3
"Belén","El Nogal-Los Almendros",2017,1,0,1,2,0,0,0,3
"Belén","El Nogal-Los Almendros",2017,2,1,0,2,0,0,0,3
"Belén","El Nogal-Los Almendros",2017,3,1,3,3,0,2,0,9
"Belén","El Nogal-Los Almendros",2017,4,0,0,8,0,0,0,8
"Belén","El Nogal-Los Almendros",2017,5,1,0,9,0,0,0,10
"Belén","El Nogal-Los Almendros",2017,6,1,0,4,0,3,0,8
"Belén","El Nogal-Los Almendros",2017,7,0,0,13,0,0,0,13
"Belén","El Nogal-Los Almendros",2017,8,0,1,5,0,0,0,6
"Belén","El Nogal-Los Almendros",2017,9,1,0,13,0,1,2,17
"Belén","El Nogal-Los Almendros",2017,10,1,0,7,0,0,0,8
"Belén","El Nogal-Los Almendros",2017,11,0,0,2,0,0,0,2
"Belén","El Nogal-Los Almendros",2017,12,0,0,11,0,0,0,11
"Belén","El Nogal-Los Almendros",2018,1,1,1,6,0,1,0,9
"Belén","El Nogal-Los Almendros",2018,2,0,0,3,0,0,0,3
"Belén","El Nogal-Los Almendros",2018,3,0,0,4,0,0,0,4
"Belén","El Nogal-Los Almendros",2018,4,1,0,9,0,0,0,10
"Belén","El Nogal-Los Almendros",2018,5,1,0,5,0,2,0,8
"Belén","El Nogal-Los Almendros",2018,6,0,0,2,0,1,0,3
"Belén","El Nogal-Los Almendros",2018,7,0,1,4,0,0,0,5
"Belén","El Nogal-Los Almendros",2018,8,0,1,4,0,0,0,5
"Belén","El Nogal-Los Almendros",2018,9,0,2,5,0,0,0,7
"Belén","El Nogal-Los Almendros",2018,10,0,0,9,0,1,0,10
"Belén","El Nogal-Los Almendros",2018,11,1,1,8,0,0,0,10
"Belén","El Nogal-Los Almendros",2018,12,0,0,3,0,1,0,4
"Belén","El Nogal-Los Almendros",2019,1,0,0,4,0,0,1,5
"Belén","El Nogal-Los Almendros",2019,2,0,0,10,0,0,0,10
"Belén","El Nogal-Los Almendros",2019,3,0,0,7,0,0,0,7
"Belén","El Nogal-Los Almendros",2019,4,0,0,7,0,2,0,9
"Belén","El Nogal-Los Almendros",2019,5,0,0,8,0,1,0,9
"Belén","El Nogal-Los Almendros",2019,6,0,0,3,0,0,0,3
"Belén","El Nogal-Los Almendros",2019,7,0,0,6,0,0,0,6
"Belén","El Nogal-Los Almendros",2019,8,0,0,8,0,0,0,8
"Belén","El Nogal-Los Almendros",2019,9,3,2,6,0,0,0,11
"Belén","El Nogal-Los Almendros",2019,10,0,0,4,0,1,0,5
"Belén","El Nogal-Los Almendros",2019,11,0,0,1,0,0,0,1
"Belén","El Nogal-Los Almendros",2019,12,0,1,4,0,0,0,5
"Belén","El Rincón",2014,1,4,0,8,0,2,0,14
"Belén","El Rincón",2014,2,0,0,7,0,1,2,10
"Belén","El Rincón",2014,3,4,2,4,0,3,2,15
"Belén","El Rincón",2014,4,4,2,11,0,3,0,20
"Belén","El Rincón",2014,5,3,3,2,0,3,2,13
"Belén","El Rincón",2014,6,1,2,3,0,2,0,8
"Belén","El Rincón",2014,7,2,1,7,0,2,0,12
"Belén","El Rincón",2014,8,3,4,7,0,1,0,15
"Belén","El Rincón",2014,9,0,2,6,1,2,1,12
"Belén","El Rincón",2014,10,0,3,9,0,3,0,15
"Belén","El Rincón",2014,11,1,0,4,0,1,0,6
"Belén","El Rincón",2014,12,3,0,12,0,2,1,18
"Belén","El Rincón",2015,1,2,1,2,0,4,0,9
"Belén","El Rincón",2015,2,4,0,5,0,0,0,9
"Belén","El Rincón",2015,3,2,2,14,0,1,0,19
"Belén","El Rincón",2015,4,3,2,4,0,3,0,12
"Belén","El Rincón",2015,5,3,1,6,0,3,1,14
"Belén","El Rincón",2015,6,0,0,10,0,1,1,12
"Belén","El Rincón",2015,7,2,1,13,0,2,1,19
"Belén","El Rincón",2015,8,3,1,9,0,2,0,15
"Belén","El Rincón",2015,9,0,4,9,0,1,1,15
"Belén","El Rincón",2015,10,0,4,2,0,4,2,12
"Belén","El Rincón",2015,11,1,1,11,0,4,0,17
"Belén","El Rincón",2015,12,0,1,4,0,0,1,6
"Belén","El Rincón",2016,1,0,1,2,0,3,1,7
"Belén","El Rincón",2016,2,2,1,4,0,2,2,11
"Belén","El Rincón",2016,3,3,3,9,0,1,1,17
"Belén","El Rincón",2016,4,0,1,9,0,4,0,14
"Belén","El Rincón",2016,5,0,4,10,0,3,2,19
"Belén","El Rincón",2016,6,1,1,9,0,4,2,17
"Belén","El Rincón",2016,7,4,4,8,0,3,1,20
"Belén","El Rincón",2016,8,0,5,7,0,5,0,17
"Belén","El Rincón",2016,9,0,2,4,0,2,1,9
"Belén","El Rincón",2016,10,1,4,8,0,4,0,17
"Belén","El Rincón",2016,11,3,1,8,0,2,1,15
"Belén","El Rincón",2016,12,1,0,9,0,5,0,15
"Belén","El Rincón",2017,1,2,2,13,0,5,1,23
"Belén","El Rincón",2017,2,1,1,4,0,3,2,11
"Belén","El Rincón",2017,3,1,6,7,0,4,1,19
"Belén","El Rincón",2017,4,1,2,6,0,5,0,14
"Belén","El Rincón",2017,5,2,0,8,0,4,3,17
"Belén","El Rincón",2017,6,1,0,8,0,8,1,18
"Belén","El Rincón",2017,7,0,1,12,0,4,2,19
"Belén","El Rincón",2017,8,3,2,7,0,1,2,15
"Belén","El Rincón",2017,9,1,2,8,0,5,1,17
"Belén","El Rincón",2017,10,1,2,9,0,3,0,15
"Belén","El Rincón",2017,11,0,1,15,0,3,2,21
"Belén","El Rincón",2017,12,0,0,7,0,3,1,11
"Belén","El Rincón",2018,1,1,0,4,0,2,1,8
"Belén","El Rincón",2018,2,1,1,8,0,1,1,12
"Belén","El Rincón",2018,3,0,4,5,0,2,0,11
"Belén","El Rincón",2018,4,1,1,9,0,0,1,12
"Belén","El Rincón",2018,5,2,0,10,0,1,2,15
"Belén","El Rincón",2018,6,3,1,12,0,2,1,19
"Belén","El Rincón",2018,7,0,2,6,0,2,0,10
"Belén","El Rincón",2018,8,0,3,10,0,1,1,15
"Belén","El Rincón",2018,9,2,0,14,0,2,0,18
"Belén","El Rincón",2018,10,1,0,5,0,1,0,7
"Belén","El Rincón",2018,11,0,1,8,0,0,1,10
"Belén","El Rincón",2018,12,2,1,8,0,1,2,14
"Belén","El Rincón",2019,1,4,0,7,0,2,1,14
"Belén","El Rincón",2019,2,1,1,6,0,2,0,10
"Belén","El Rincón",2019,3,3,0,8,0,1,1,13
"Belén","El Rincón",2019,4,3,0,10,0,0,0,13
"Belén","El Rincón",2019,5,0,1,4,0,4,0,9
"Belén","El Rincón",2019,6,4,0,11,0,1,0,16
"Belén","El Rincón",2019,7,0,1,11,0,6,1,19
"Belén","El Rincón",2019,8,3,4,4,0,2,0,13
"Belén","El Rincón",2019,9,2,2,6,0,6,0,16
"Belén","El Rincón",2019,10,1,6,12,0,6,3,28
"Belén","El Rincón",2019,11,1,2,9,0,5,1,18
"Belén","El Rincón",2019,12,1,2,14,0,5,1,23
"Belén","Fátima",2014,1,1,3,14,0,2,1,21
"Belén","Fátima",2014,2,1,1,21,0,0,0,23
"Belén","Fátima",2014,3,2,0,16,0,1,2,21
"Belén","Fátima",2014,4,3,4,12,0,1,1,21
"Belén","Fátima",2014,5,3,0,15,0,2,0,20
"Belén","Fátima",2014,6,2,0,11,0,2,0,15
"Belén","Fátima",2014,7,2,2,13,0,3,0,20
"Belén","Fátima",2014,8,1,2,8,0,2,0,13
"Belén","Fátima",2014,9,0,0,10,0,2,0,12
"Belén","Fátima",2014,10,2,0,17,0,0,0,19
"Belén","Fátima",2014,11,2,0,16,0,2,0,20
"Belén","Fátima",2014,12,1,2,14,0,1,1,19
"Belén","Fátima",2015,1,1,1,15,0,1,0,18
"Belén","Fátima",2015,2,2,1,18,0,2,1,24
"Belén","Fátima",2015,3,1,0,17,0,0,0,18
"Belén","Fátima",2015,4,0,1,16,0,0,1,18
"Belén","Fátima",2015,5,0,0,15,0,0,0,15
"Belén","Fátima",2015,6,1,2,11,0,0,0,14
"Belén","Fátima",2015,7,1,0,16,0,2,2,21
"Belén","Fátima",2015,8,3,1,24,0,2,1,31
"Belén","Fátima",2015,9,1,1,18,0,3,1,24
"Belén","Fátima",2015,10,1,0,18,0,0,0,19
"Belén","Fátima",2015,11,1,1,11,0,0,1,14
"Belén","Fátima",2015,12,0,0,10,0,3,0,13
"Belén","Fátima",2016,1,1,0,17,0,2,0,20
"Belén","Fátima",2016,2,0,0,13,0,3,0,16
"Belén","Fátima",2016,3,0,2,16,0,2,2,22
"Belén","Fátima",2016,4,1,0,11,0,1,0,13
"Belén","Fátima",2016,5,2,0,20,0,2,2,26
"Belén","Fátima",2016,6,0,1,15,0,3,0,19
"Belén","Fátima",2016,7,1,1,9,0,1,0,12
"Belén","Fátima",2016,8,3,2,14,0,2,1,22
"Belén","Fátima",2016,9,1,0,16,0,5,0,22
"Belén","Fátima",2016,10,0,1,25,0,0,0,26
"Belén","Fátima",2016,11,0,0,13,0,0,0,13
"Belén","Fátima",2016,12,0,1,15,0,1,0,17
"Belén","Fátima",2017,1,0,0,9,0,3,1,13
"Belén","Fátima",2017,2,3,1,19,0,2,0,25
"Belén","Fátima",2017,3,0,2,9,0,0,1,12
"Belén","Fátima",2017,4,1,0,17,0,0,1,19
"Belén","Fátima",2017,5,0,2,17,0,1,0,20
"Belén","Fátima",2017,6,0,1,23,0,0,1,25
"Belén","Fátima",2017,7,0,1,15,0,3,0,19
"Belén","Fátima",2017,8,0,1,17,0,0,1,19
"Belén","Fátima",2017,9,1,1,13,0,2,0,17
"Belén","Fátima",2017,10,0,1,13,0,0,1,15
"Belén","Fátima",2017,11,0,2,17,0,1,0,20
"Belén","Fátima",2017,12,2,1,13,0,2,0,18
"Belén","Fátima",2018,1,1,2,13,0,1,0,17
"Belén","Fátima",2018,2,0,1,14,0,1,0,16
"Belén","Fátima",2018,3,1,1,14,0,1,0,17
"Belén","Fátima",2018,4,1,1,9,0,2,0,13
"Belén","Fátima",2018,5,1,4,19,0,0,1,25
"Belén","Fátima",2018,6,0,0,13,0,4,0,17
"Belén","Fátima",2018,7,0,1,13,0,1,0,15
"Belén","Fátima",2018,8,2,2,15,0,1,0,20
"Belén","Fátima",2018,9,1,1,8,0,1,0,11
"Belén","Fátima",2018,10,0,1,15,0,0,2,18
"Belén","Fátima",2018,11,1,0,19,0,0,1,21
"Belén","Fátima",2018,12,1,1,23,0,1,1,27
"Belén","Fátima",2019,1,0,0,11,0,1,0,12
"Belén","Fátima",2019,2,0,1,10,0,1,0,12
"Belén","Fátima",2019,3,0,1,16,0,1,0,18
"Belén","Fátima",2019,4,0,1,6,0,2,0,9
"Belén","Fátima",2019,5,2,1,19,0,2,0,24
"Belén","Fátima",2019,6,2,0,13,0,1,0,16
"Belén","Fátima",2019,7,1,0,19,0,2,1,23
"Belén","Fátima",2019,8,3,0,14,0,0,0,17
"Belén","Fátima",2019,9,0,4,18,0,0,1,23
"Belén","Fátima",2019,10,1,1,20,0,1,1,24
"Belén","Fátima",2019,11,1,0,18,0,1,2,22
"Belén","Fátima",2019,12,1,0,15,0,4,3,23
"Belén","Granada",2014,1,0,0,5,0,3,0,8
"Belén","Granada",2014,2,1,1,9,0,1,0,12
"Belén","Granada",2014,3,0,0,5,0,0,1,6
"Belén","Granada",2014,4,0,0,3,0,0,0,3
"Belén","Granada",2014,5,0,1,5,0,0,0,6
"Belén","Granada",2014,6,1,0,6,0,1,0,8
"Belén","Granada",2014,7,0,1,2,0,0,0,3
"Belén","Granada",2014,8,1,0,2,0,0,0,3
"Belén","Granada",2014,9,0,2,8,0,1,0,11
"Belén","Granada",2014,10,1,0,10,0,1,0,12
"Belén","Granada",2014,11,0,0,4,0,1,0,5
"Belén","Granada",2014,12,0,1,3,0,0,0,4
"Belén","Granada",2015,1,2,0,5,0,1,0,8
"Belén","Granada",2015,2,2,0,9,0,0,0,11
"Belén","Granada",2015,3,1,0,6,0,1,0,8
"Belén","Granada",2015,4,0,1,6,0,0,1,8
"Belén","Granada",2015,5,1,0,8,0,2,0,11
"Belén","Granada",2015,6,0,0,5,0,1,1,7
"Belén","Granada",2015,7,0,0,6,0,0,0,6
"Belén","Granada",2015,8,1,0,4,0,0,0,5
"Belén","Granada",2015,9,0,0,3,0,1,0,4
"Belén","Granada",2015,10,0,0,15,0,0,1,16
"Belén","Granada",2015,11,0,0,8,0,0,1,9
"Belén","Granada",2015,12,1,0,8,0,2,1,12
"Belén","Granada",2016,1,1,1,6,0,0,0,8
"Belén","Granada",2016,2,0,3,4,0,1,0,8
"Belén","Granada",2016,3,1,1,4,0,1,0,7
"Belén","Granada",2016,4,0,0,5,0,1,2,8
"Belén","Granada",2016,5,0,0,9,0,0,0,9
"Belén","Granada",2016,6,0,0,5,0,2,0,7
"Belén","Granada",2016,7,0,1,8,0,1,0,10
"Belén","Granada",2016,8,3,2,7,0,1,1,14
"Belén","Granada",2016,9,0,1,11,0,1,0,13
"Belén","Granada",2016,10,1,1,5,0,1,0,8
"Belén","Granada",2016,11,1,0,4,0,0,0,5
"Belén","Granada",2016,12,0,0,6,0,0,0,6
"Belén","Granada",2017,1,0,0,3,0,0,1,4
"Belén","Granada",2017,2,0,0,10,0,0,1,11
"Belén","Granada",2017,3,3,0,8,0,0,0,11
"Belén","Granada",2017,4,1,0,8,0,1,1,11
"Belén","Granada",2017,5,0,0,3,0,1,0,4
"Belén","Granada",2017,6,4,0,7,0,0,1,12
"Belén","Granada",2017,7,0,0,3,0,0,0,3
"Belén","Granada",2017,8,2,0,5,0,0,0,7
"Belén","Granada",2017,9,1,0,9,0,1,0,11
"Belén","Granada",2017,10,1,0,5,0,2,0,8
"Belén","Granada",2017,11,0,0,7,0,0,0,7
"Belén","Granada",2017,12,0,0,3,0,0,1,4
"Belén","Granada",2018,1,3,0,7,0,0,0,10
"Belén","Granada",2018,2,0,1,6,0,0,1,8
"Belén","Granada",2018,3,0,0,3,0,0,0,3
"Belén","Granada",2018,4,0,0,5,0,1,0,6
"Belén","Granada",2018,5,0,0,3,0,0,0,3
"Belén","Granada",2018,6,1,1,5,0,3,1,11
"Belén","Granada",2018,7,0,0,5,0,0,0,5
"Belén","Granada",2018,8,0,0,6,0,0,0,6
"Belén","Granada",2018,9,1,0,6,0,0,0,7
"Belén","Granada",2018,10,2,0,8,0,0,0,10
"Belén","Granada",2018,11,2,0,5,0,0,1,8
"Belén","Granada",2018,12,0,0,5,0,0,0,5
"Belén","Granada",2019,1,0,0,6,0,0,0,6
"Belén","Granada",2019,2,2,0,6,0,0,0,8
"Belén","Granada",2019,3,1,0,4,0,0,0,5
"Belén","Granada",2019,4,2,0,6,0,0,0,8
"Belén","Granada",2019,5,2,0,8,0,0,0,10
"Belén","Granada",2019,6,0,0,5,0,0,0,5
"Belén","Granada",2019,7,0,2,2,0,2,0,6
"Belén","Granada",2019,8,0,1,5,0,1,0,7
"Belén","Granada",2019,9,1,0,7,0,0,0,8
"Belén","Granada",2019,10,1,0,8,0,1,1,11
"Belén","Granada",2019,11,0,0,4,0,0,0,4
"Belén","Granada",2019,12,2,0,6,0,0,0,8
"Belén","La Gloria",2014,1,1,1,8,0,1,0,11
"Belén","La Gloria",2014,2,1,1,8,0,2,0,12
"Belén","La Gloria",2014,3,1,1,15,0,3,1,21
"Belén","La Gloria",2014,4,0,1,6,0,1,0,8
"Belén","La Gloria",2014,5,4,1,8,0,1,1,15
"Belén","La Gloria",2014,6,1,1,5,0,1,1,9
"Belén","La Gloria",2014,7,2,0,8,0,3,0,13
"Belén","La Gloria",2014,8,0,0,11,0,5,0,16
"Belén","La Gloria",2014,9,1,1,8,0,5,0,15
"Belén","La Gloria",2014,10,0,1,4,0,1,0,6
"Belén","La Gloria",2014,11,0,1,8,0,5,1,15
"Belén","La Gloria",2014,12,0,3,12,0,0,0,15
"Belén","La Gloria",2015,1,1,2,8,0,1,1,13
"Belén","La Gloria",2015,2,0,1,5,0,2,0,8
"Belén","La Gloria",2015,3,2,0,12,0,2,0,16
"Belén","La Gloria",2015,4,0,1,6,0,2,1,10
"Belén","La Gloria",2015,5,1,0,18,0,3,1,23
"Belén","La Gloria",2015,6,0,1,4,0,0,0,5
"Belén","La Gloria",2015,7,0,0,13,0,3,3,19
"Belén","La Gloria",2015,8,3,4,15,0,4,2,28
"Belén","La Gloria",2015,9,0,0,11,0,7,1,19
"Belén","La Gloria",2015,10,1,1,13,0,2,0,17
"Belén","La Gloria",2015,11,1,0,12,0,0,1,14
"Belén","La Gloria",2015,12,0,2,12,0,0,0,14
"Belén","La Gloria",2016,1,1,4,11,0,2,1,19
"Belén","La Gloria",2016,2,0,0,8,0,3,2,13
"Belén","La Gloria",2016,3,1,2,11,0,3,2,19
"Belén","La Gloria",2016,4,1,3,9,0,4,2,19
"Belén","La Gloria",2016,5,0,2,9,0,3,0,14
"Belén","La Gloria",2016,6,0,2,12,0,4,1,19
"Belén","La Gloria",2016,7,0,3,19,0,2,0,24
"Belén","La Gloria",2016,8,0,3,14,0,2,2,21
"Belén","La Gloria",2016,9,3,0,9,0,3,1,16
"Belén","La Gloria",2016,10,4,3,21,0,2,0,30
"Belén","La Gloria",2016,11,0,0,11,0,2,1,14
"Belén","La Gloria",2016,12,0,0,14,0,1,0,15
"Belén","La Gloria",2017,1,0,1,12,0,3,0,16
"Belén","La Gloria",2017,2,0,3,9,0,2,1,15
"Belén","La Gloria",2017,3,0,2,14,0,4,1,21
"Belén","La Gloria",2017,4,2,2,11,0,5,0,20
"Belén","La Gloria",2017,5,2,6,7,0,3,2,20
"Belén","La Gloria",2017,6,1,2,13,0,2,2,20
"Belén","La Gloria",2017,7,1,3,19,0,3,1,27
"Belén","La Gloria",2017,8,0,2,12,0,6,0,20
"Belén","La Gloria",2017,9,2,1,12,0,2,1,18
"Belén","La Gloria",2017,10,2,3,6,0,3,2,16
"Belén","La Gloria",2017,11,2,0,12,0,1,0,15
"Belén","La Gloria",2017,12,0,1,7,0,2,0,10
"Belén","La Gloria",2018,1,0,0,10,0,2,0,12
"Belén","La Gloria",2018,2,1,0,6,0,1,0,8
"Belén","La Gloria",2018,3,1,1,6,0,3,0,11
"Belén","La Gloria",2018,4,0,1,14,0,2,0,17
"Belén","La Gloria",2018,5,1,4,17,0,2,1,25
"Belén","La Gloria",2018,6,2,1,9,0,4,0,16
"Belén","La Gloria",2018,7,0,3,11,0,2,0,16
"Belén","La Gloria",2018,8,0,0,9,0,1,1,11
"Belén","La Gloria",2018,9,0,3,15,0,2,1,21
"Belén","La Gloria",2018,10,3,0,6,0,1,0,10
"Belén","La Gloria",2018,11,0,1,11,0,1,0,13
"Belén","La Gloria",2018,12,0,1,9,0,0,0,10
"Belén","La Gloria",2019,1,1,1,10,0,1,1,14
"Belén","La Gloria",2019,2,0,0,7,0,1,0,8
"Belén","La Gloria",2019,3,0,0,16,0,0,0,16
"Belén","La Gloria",2019,4,0,0,10,0,1,1,12
"Belén","La Gloria",2019,5,0,2,9,0,3,0,14
"Belén","La Gloria",2019,6,0,0,4,0,3,1,8
"Belén","La Gloria",2019,7,0,1,12,0,1,0,14
"Belén","La Gloria",2019,8,2,1,12,0,3,1,19
"Belén","La Gloria",2019,9,0,0,7,0,2,1,10
"Belén","La Gloria",2019,10,0,0,14,0,0,1,15
"Belén","La Gloria",2019,11,1,2,7,0,3,0,13
"Belén","La Gloria",2019,12,0,3,4,0,3,1,11
"Belén","La Hondonada",2014,1,1,0,2,0,0,0,3
"Belén","La Hondonada",2014,3,1,0,4,0,0,0,5
"Belén","La Hondonada",2014,4,0,0,3,0,0,0,3
"Belén","La Hondonada",2014,6,0,0,3,0,0,0,3
"Belén","La Hondonada",2014,7,0,0,0,0,1,0,1
"Belén","La Hondonada",2014,9,0,3,1,0,0,0,4
"Belén","La Hondonada",2014,10,0,0,2,0,0,0,2
"Belén","La Hondonada",2014,12,0,0,5,0,0,0,5
"Belén","La Hondonada",2015,1,0,0,1,0,1,0,2
"Belén","La Hondonada",2015,2,0,1,2,0,0,0,3
"Belén","La Hondonada",2015,4,1,0,0,0,0,0,1
"Belén","La Hondonada",2015,6,0,0,2,0,0,0,2
"Belén","La Hondonada",2015,8,0,0,2,0,0,0,2
"Belén","La Hondonada",2015,9,0,0,4,0,0,0,4
"Belén","La Hondonada",2015,10,0,0,3,0,0,0,3
"Belén","La Hondonada",2015,11,1,1,3,0,0,0,5
"Belén","La Hondonada",2015,12,0,1,1,0,2,0,4
"Belén","La Hondonada",2016,1,0,0,1,0,1,0,2
"Belén","La Hondonada",2016,2,0,2,2,0,0,0,4
"Belén","La Hondonada",2016,3,0,0,3,0,0,0,3
"Belén","La Hondonada",2016,4,0,0,2,0,2,0,4
"Belén","La Hondonada",2016,5,0,0,1,0,0,0,1
"Belén","La Hondonada",2016,6,0,1,0,0,2,0,3
"Belén","La Hondonada",2016,7,0,1,1,0,0,0,2
"Belén","La Hondonada",2016,8,0,0,2,0,2,0,4
"Belén","La Hondonada",2016,10,0,0,3,0,0,0,3
"Belén","La Hondonada",2016,11,0,1,2,0,0,0,3
"Belén","La Hondonada",2016,12,0,0,2,0,0,0,2
"Belén","La Hondonada",2017,1,0,0,4,0,0,0,4
"Belén","La Hondonada",2017,2,0,1,5,0,1,0,7
"Belén","La Hondonada",2017,3,0,0,1,0,0,1,2
"Belén","La Hondonada",2017,4,0,1,3,0,2,0,6
"Belén","La Hondonada",2017,5,0,0,2,0,0,0,2
"Belén","La Hondonada",2017,6,0,0,1,0,2,1,4
"Belén","La Hondonada",2017,7,1,0,4,0,0,0,5
"Belén","La Hondonada",2017,8,2,2,1,0,1,1,7
"Belén","La Hondonada",2017,9,0,0,2,0,0,0,2
"Belén","La Hondonada",2017,10,0,0,2,0,0,0,2
"Belén","La Hondonada",2017,11,0,1,3,0,1,0,5
"Belén","La Hondonada",2018,1,0,0,2,0,0,0,2
"Belén","La Hondonada",2018,2,0,1,5,0,0,0,6
"Belén","La Hondonada",2018,3,0,0,4,0,0,0,4
"Belén","La Hondonada",2018,4,1,0,6,0,1,0,8
"Belén","La Hondonada",2018,6,0,1,1,0,0,0,2
"Belén","La Hondonada",2018,7,0,0,2,0,1,0,3
"Belén","La Hondonada",2018,8,0,0,5,0,0,0,5
"Belén","La Hondonada",2018,9,0,0,2,0,1,0,3
"Belén","La Hondonada",2018,10,0,2,2,0,0,0,4
"Belén","La Hondonada",2018,11,1,0,3,0,0,0,4
"Belén","La Hondonada",2018,12,0,0,3,0,3,0,6
"Belén","La Hondonada",2019,1,0,1,0,0,0,0,1
"Belén","La Hondonada",2019,2,0,0,2,0,0,0,2
"Belén","La Hondonada",2019,3,0,1,2,0,0,0,3
"Belén","La Hondonada",2019,4,0,0,2,0,0,0,2
"Belén","La Hondonada",2019,5,0,1,2,0,0,0,3
"Belén","La Hondonada",2019,6,0,0,2,0,0,0,2
"Belén","La Hondonada",2019,7,0,0,1,0,0,0,1
"Belén","La Hondonada",2019,8,0,0,5,0,1,0,6
"Belén","La Hondonada",2019,9,0,0,1,0,1,0,2
"Belén","La Hondonada",2019,10,1,0,2,0,0,0,3
"Belén","La Hondonada",2019,11,0,0,2,0,1,0,3
"Belén","La Hondonada",2019,12,0,1,6,0,1,0,8
"Belén","La Loma de Los Bernal",2014,3,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2014,4,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2014,6,0,1,0,0,0,0,1
"Belén","La Loma de Los Bernal",2014,7,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2014,8,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2014,9,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2015,1,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2015,3,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2015,5,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2015,6,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2015,11,0,0,0,0,1,0,1
"Belén","La Loma de Los Bernal",2016,1,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2016,3,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2016,4,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2016,6,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2016,7,0,0,0,0,1,0,1
"Belén","La Loma de Los Bernal",2016,9,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2016,12,0,0,1,0,1,0,2
"Belén","La Loma de Los Bernal",2017,1,1,0,0,0,0,0,1
"Belén","La Loma de Los Bernal",2017,2,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2017,4,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2017,6,0,0,1,0,0,0,1
"Belén","La Loma de Los Bernal",2017,7,0,0,1,0,0,0,1
